scientific_name,inat_common_name,ref_common_name,comment
Rhododendron longesquamatum,,长鳞杜鹃,Missed common name on iNat
Rhododendron faberi prattii,,,Missed common name on iNat
Rhododendron nitidulum,光亮杜鹃,光亮杜鹃,Matched
Cardamine tangutorum,紫花碎米荠,紫花碎米荠,Matched
Cassiope selaginoides,岩须,岩须,Matched
Fragaria moupinensis,西南草莓,西南草莓,Matched
Viola biflora,双花堇菜,双花堇菜,Matched
Gaultheria hookeri,,红粉白珠,Missed common name on iNat
Anaphalis nepalensis,尼泊尔香青,尼泊尔香青,Matched
Cardamine franchetiana,宽翅碎米荠,宽翅弯蕊芥,Inconsistent common name
Galearis spathulata,二叶盔花兰,二叶盔花兰,Matched
Aquilegia ecalcarata,无距耧斗菜,无距耧斗菜,Matched
Veronica sutchuenensis,川西婆婆纳,川西婆婆纳,Matched
Parasenecio palmatisectus,,掌裂蟹甲草,Missed common name on iNat
Pseudostellaria sylvatica,细叶孩儿参,细叶孩儿参,Matched
Eriocapitella rivularis,草玉梅,,Species not included in reference
Primula secundiflora,偏花报春,偏花报春,Matched
Pseudognaphalium affine,鼠麹草,鼠曲草,Inconsistent common name
Primula cockburniana,,鹅黄灯台报春,Missed common name on iNat
Pedicularis verticillata,轮叶马先蒿,轮叶马先蒿,Matched
Anemonastrum geum,,,Missed common name on iNat
Arisaema elephas,象南星,象南星,Matched
Rhododendron nivale boreale,,,Missed common name on iNat
Androsace minor,小丛点地梅,小丛点地梅,Matched
Ranunculus tanguticus,高原毛茛,高原毛茛,Matched
Argentina stenophylla emergens,,,Missed common name on iNat
Oxytropis yunnanensis,,云南棘豆,Missed common name on iNat
Caltha scaposa,花葶驴蹄草,花莛驴蹄草,Inconsistent common name
Primula munroi yargongensis,,,Missed common name on iNat
Corydalis pachycentra,浪穹紫堇,浪穹紫堇,Matched
Incarvillea mairei,鸡肉参,鸡肉参,Matched
Euphorbia stracheyi,,高山大戟,Missed common name on iNat
Dicranostigma leptopodum,秃疮花,秃疮花,Matched
Zanthoxylum bungeanum,花椒,花椒,Matched
Trollius farreri,矮金莲花,矮金莲花,Matched
Bistorta vivipara,珠芽拳参,珠芽蓼,Inconsistent common name
Dasiphora fruticosa,金露梅,金露梅,Matched
Picea brachytyla,麦吊云杉,麦吊云杉,Matched
Larix mastersiana,,四川红杉,Missed common name on iNat
Iris goniocarpa,锐果鸢尾,锐果鸢尾,Matched
Rhodiola,红景天属,红景天属,Matched
Hemipilia chusua,广布小红门兰,,Species not included in reference
Primula palmata,,掌叶报春,Missed common name on iNat
Microula sikkimensis,微孔草,微孔草,Matched
Thalictrum delavayi,偏翅唐松草,偏翅唐松草,Matched
Geranium pylzowianum,甘青老鹳草,甘青老鹳草,Matched
Gentiana choanantha,,反折花龙胆,Missed common name on iNat
Maianthemum szechuanicum,四川鹿药,四川鹿药,Matched
Caltha palustris,驴蹄草,驴蹄草,Matched
Primula deflexa,,穗花报春,Missed common name on iNat
Cerastium furcatum,缘毛卷耳,缘毛卷耳,Matched
Gentiana aquatica pseudoaquatica,假水生龙胆,,Species not included in reference
Ligularia przewalskii,掌叶橐吾,掌叶橐吾,Matched
Corydalis curviflora rosthornii,,,Missed common name on iNat
Polygonatum,黄精属,黄精属,Matched
Bistorta,拳参属,拳参属,Matched
Veronica szechuanica sikkimensis,多毛四川婆婆纳,,Species not included in reference
Primula sikkimensis,锡金报春,钟花报春,Inconsistent common name
Tibetia himalaica,高山豆,高山豆,Matched
Potentilla saundersiana,,钉柱委陵菜,Missed common name on iNat
Lonicera rupicola,,岩生忍冬,Missed common name on iNat
Hedysarum algidum,,块茎岩黄芪,Missed common name on iNat
Leontopodium,火绒草属,火绒草属,Matched
Corydalis ellipticarpa,,椭果黄堇,Missed common name on iNat
Lilium lophophorum,尖被百合,尖被百合,Matched
Pedicularis davidii,大卫氏马先蒿,扭盔马先蒿,Inconsistent common name
Omphalogramma vinciflorum,,独花报春,Missed common name on iNat
Primula amethystina argutidens,,,Missed common name on iNat
Pedicularis davidii pentodon,,,Missed common name on iNat
Meconopsis integrifolia,全缘叶绿绒蒿,全缘叶绿绒蒿,Matched
Oxygraphis glacialis,鸦跖花,鸦跖花,Matched
Rhododendron sargentianum,,水仙杜鹃,Missed common name on iNat
Pedicularis tatsienensis,,打箭马先蒿,Missed common name on iNat
Meconopsis lancifolia,,长叶绿绒蒿,Missed common name on iNat
Bistorta macrophylla,圆穗蓼,圆穗蓼,Matched
Meconopsis punicea,红花绿绒蒿,红花绿绒蒿,Matched
Arundina graminifolia,竹叶兰,竹叶兰,Matched
Pseudobombax ellipticum,龟甲木棉,,Species not included in reference
Cucumis sativus,黄瓜,黄瓜,Matched
Euphorbia trigona,彩云阁,,Species not included in reference
Phlomoides rotata,独一味,独一味,Matched
Ajuga lupulina,白苞筋骨草,白苞筋骨草,Matched
Rheum alexandrae,苞叶大黄,苞叶大黄,Matched
Stellera chamaejasme,狼毒,狼毒,Matched
Incarvillea,角蒿属,角蒿属,Matched
Meconopsis racemosa,总状绿绒蒿,总状绿绒蒿,Matched
Caragana jubata,鬼箭锦鸡儿,鬼箭锦鸡儿,Matched
Ephedra gerardiana,山岭麻黄,山岭麻黄,Matched
Androsace longifolia,,长叶点地梅,Missed common name on iNat
Thermopsis barbata,,紫花野决明,Missed common name on iNat
Androsace,点地梅属,点地梅属,Matched
Heracleum,独活属,独活属,Matched
Gentiana,龙胆属,龙胆属,Matched
Pedicularis scolopax,,鹬形马先蒿,Missed common name on iNat
Astragalus,紫云英属,黄芪属,Inconsistent common name
Arisaema flavum tibeticum,稻城南星,,Species not included in reference
Aphragmus,寒原荠属,寒原荠属,Matched
Primula,报春花属,报春花属,Matched
Allium chrysanthum,,野葱,Missed common name on iNat
Lagotis brachystachya,短穗兔耳草,短穗兔耳草,Matched
Oxygraphis polypetala,圆齿鸦跖花,,Species not included in reference
Trollius,金莲花属,金莲花属,Matched
Syringa,丁香属,丁香属,Matched
Potentilla,委陵菜属,委陵菜属,Matched
Anemonastrum,银莲花属,,Species not included in reference
Argentina,蕨麻属,蕨麻属,Matched
Juniperus tibetica,西藏圆柏,大果圆柏,Inconsistent common name
Clematis tangutica,甘青铁线莲,甘青铁线莲,Matched
Lonicera rupicola rupicola,,,Missed common name on iNat
Iris loczyi,天山鸢尾,天山鸢尾,Matched
Brassaiopsis glomerulata,罗伞,罗伞,Matched
Lycium barbarum,宁夏枸杞,宁夏枸杞,Matched
Orobanche,列当属,列当属,Matched
Caragana,锦鸡儿属,锦鸡儿属,Matched
Pedicularis oederi,欧氏马先蒿,欧亚马先蒿,Inconsistent common name
Clematis brevicaudata,短尾铁线莲,短尾铁线莲,Matched
Papaver rhoeas,虞美人,虞美人,Matched
Dacrydium pectinatum,陆均松,陆均松,Matched
Capparis,山柑属,山柑属,Matched
Areca catechu,槟榔,槟榔,Matched
Dendrobium hainanense,海南石斛,海南石斛,Matched
Scutellaria,黄芩属,黄芩属,Matched
Thrixspermum centipeda,白点兰,白点兰,Matched
Cosmos sulphureus,黄花波斯菊,黄秋英,Inconsistent common name
Viburnum,荚蒾属,荚蒾属,Matched
Coptosapelta,流苏子属,流苏子属,Matched
Hydrocotyle nepalensis,红马蹄草,红马蹄草,Matched
Caryota,鱼尾葵属,鱼尾葵属,Matched
Malus halliana,垂丝海棠,垂丝海棠,Matched
Prunus × yedoensis,东京樱花,,Species not included in reference
Cyrtomium fortunei,贯仲,贯众,Inconsistent common name
Rhododendron × pulchrum,锦绣杜鹃,锦绣杜鹃,Matched
Prunus mume,梅,梅,Matched
Camellia japonica,山茶花,山茶,Inconsistent common name
Magnolia denudata,玉兰,,Species not included in reference
Jasminum mesnyi,野迎春,野迎春,Matched
Pieris,马醉木属,马醉木属,Matched
Persicaria chinensis,火炭母,火炭母,Matched
Arisaema franchetianum,大理南星,象头花,Inconsistent common name
Larix potaninii,红杉,红杉,Matched
Roscoea,象牙参属,象牙参属,Matched
Picea likiangensis,丽江云杉,丽江云杉,Matched
Senna surattensis,黄槐决明,黄槐决明,Matched
Emilia sonchifolia,一点红,一点红,Matched
Cymbidium,蕙兰属,兰属,Inconsistent common name
Leptospermum,,,Missed common name on iNat
Sonneratia caseolaris,海桑,海桑,Matched
Liriope muscari,阔叶山麦冬,短莛山麦冬,Inconsistent common name
Ficus microcarpa,细叶榕,榕树,Inconsistent common name
Syagrus romanzoffiana,女王椰子,女王椰子,Matched
Senna bicapsularis,双荚决明,双荚决明,Matched
Melaleuca viminalis,串钱柳,,Species not included in reference
Alocasia,海芋属,海芋属,Matched
Thunbergia grandiflora,大花老鸭嘴,山牵牛,Inconsistent common name
Heptapleurum heptaphyllum,鹅掌柴,鹅掌柴,Matched
Cuphea,萼距花属,萼距花属,Matched
Prunus campanulata,钟花樱桃,钟花樱,Inconsistent common name
Lagerstroemia speciosa,大花紫薇,大花紫薇,Matched
Pentas lanceolata,,五星花,Missed common name on iNat
Kalanchoe delagoensis,棒叶落地生根,,Species not included in reference
Ipomoea mauritiana,七爪金龙,七爪龙,Inconsistent common name
Pandanus tectorius,露兜树,露兜树,Matched
Ipomoea pes-caprae,厚藤,厚藤,Matched
Scaevola taccada,草海桐,草海桐,Matched
Platycodon grandiflorus,桔梗,桔梗,Matched
Pinguicula rotundiflora,,,Missed common name on iNat
Leucaena leucocephala,银合欢,银合欢,Matched
Albizia,合欢属,合欢属,Matched
Macaranga tanarius,血桐,,Species not included in reference
Koelreuteria bipinnata,复羽叶栾树,复羽叶栾,Inconsistent common name
Solanum americanum,少花龙葵,少花龙葵,Matched
Solanum lyratum,白英,白英,Matched
Orychophragmus violaceus,诸葛菜,诸葛菜,Matched
Erigeron canadensis,小蓬草,小蓬草,Matched
Lepidium didymum,臭独行菜,臭荠,Inconsistent common name
Euphorbia helioscopia,泽漆,泽漆,Matched
Taraxacum mongolicum,蒲公英,蒲公英,Matched
Vicia sativa,救荒野豌豆,救荒野豌豆,Matched
Plantago asiatica,车前草,车前,Inconsistent common name
Dichondra micrantha,马蹄金,马蹄金,Matched
Lycium chinense,枸杞,枸杞,Matched
Amaranthus retroflexus,反枝苋,反枝苋,Matched
Photinia serratifolia,石楠,石楠,Matched
Semiaquilegia adoxoides,天葵,天葵,Matched
Indocalamus latifolius,阔叶箬竹,阔叶箬竹,Matched
Capsella bursa-pastoris,荠,荠,Matched
Veronica persica,阿拉伯婆婆纳,阿拉伯婆婆纳,Matched
Galium aparine tenerum,,,Missed common name on iNat
Veronica polita lilacina,婆婆纳,,Species not included in reference
Bothriospermum zeylanicum,柔弱斑种草,柔弱斑种草,Matched
Physcomitrium,立碗藓属,立碗藓属,Matched
Lamium amplexicaule,宝盖草,宝盖草,Matched
Mazus pumilus,通泉草,通泉草,Matched
Artemisia argyi,艾,艾,Matched
Geranium carolinianum,野老鹳草,野老鹳草,Matched
Houttuynia cordata,鱼腥草,蕺菜,Inconsistent common name
Paulownia fortunei,白花泡桐,白花泡桐,Matched
Celtis sinensis,朴树,朴树,Matched
Ranunculus sceleratus,石龙芮,石龙芮,Matched
Veronica arvensis,直立婆婆纳,直立婆婆纳,Matched
Stellaria aquatica,鹅肠菜,鹅肠菜,Matched
Cirsium arvense integrifolium,刺儿菜,,Species not included in reference
Lysimachia grammica,金爪儿,金爪儿,Matched
Medicago polymorpha,南苜蓿,南苜蓿,Matched
Trigonotis peduncularis,附地菜,附地菜,Matched
Causonis japonica,乌蔹莓,乌蔹莓,Matched
Aristolochia debilis,天仙藤,马兜铃,Inconsistent common name
Pterocarya stenoptera,枫杨,枫杨,Matched
Rorippa indica,蔊菜,蔊菜,Matched
Rumex dentatus,齿果酸模,齿果酸模,Matched
Euphorbia humifusa,地锦草,地锦草,Matched
Achyranthes bidentata,怀牛膝,牛膝,Inconsistent common name
Polygonum aviculare,扁蓄,萹蓄,Inconsistent common name
Ampelopsis glandulosa heterophylla,异叶蛇葡萄,,Species not included in reference
Vitis vinifera,葡萄,葡萄,Matched
Lactuca indica,翅果菊,翅果菊,Matched
Salvia plebeia,荔枝草,荔枝草,Matched
Ranunculus chinensis,茴茴蒜,茴茴蒜,Matched
Chenopodium ficifolium,小藜,小藜,Matched
Paederia foetida,鸡矢藤,鸡屎藤,Inconsistent common name
Persicaria hydropiper,水蓼,水蓼,Matched
Rubus parvifolius,茅莓,茅莓,Matched
Ranunculus cantoniensis,禺毛茛,禺毛茛,Matched
Macrothelypteris oligophlebia,针毛蕨,针毛蕨,Matched
Potamogeton crispus,菹草,菹草,Matched
Paspalum dilatatum,,毛花雀稗,Missed common name on iNat
Euphorbia prostrata,匍匐大戟,匍匐大戟,Matched
Cyperus rotundus,香附子,香附子,Matched
Carduus,飞廉属,飞廉属,Matched
Ampelopsis glandulosa,蛇葡萄,蛇葡萄,Matched
Arthraxon hispidus,荩草,荩草,Matched
Cichorium intybus,菊苣,菊苣,Matched
Ziziphus jujuba,枣,枣,Matched
Acalypha australis,铁苋菜,铁苋菜,Matched
Lycoris radiata,红花石蒜,石蒜,Inconsistent common name
Justicia procumbens,爵床,爵床,Matched
Aster indicus,马兰,马兰,Matched
Setaria pumila,金色狗尾草,金色狗尾草,Matched
Sida spinosa,刺黄花稔,刺黄花棯,Inconsistent common name
Persicaria maculosa,春蓼,春蓼,Matched
Kummerowia striata,鸡眼草,鸡眼草,Matched
Cyperus iria,碎米莎草,碎米莎草,Matched
Inula japonica,旋覆花,旋覆花,Matched
Phragmites australis,芦苇,芦苇,Matched
Cryptomeria japonica,日本柳杉,日本柳杉,Matched
Geum aleppicum,路边青,路边青,Matched
Diplopterygium,里白属,里白属,Matched
Cephalotaxus fortunei,三尖杉,三尖杉,Matched
Liquidambar formosana,枫香,枫香树,Inconsistent common name
Macleaya cordata,博落回,博落回,Matched
Sambucus williamsii,接骨木,接骨木,Matched
Phoebe sheareri,紫楠,紫楠,Matched
Magnolia doltsopa,南亚含笑,,Species not included in reference
Liriodendron tulipifera,北美鹅掌楸,北美鹅掌楸,Matched
Lamium album barbatum,野芝麻,,Species not included in reference
Lonicera fragrantissima,郁香忍冬,郁香忍冬,Matched
Esula,乳浆大戟亚属,,Species not included in reference
Viburnum betulifolium,桦叶荚蒾,桦叶荚蒾,Matched
Viburnum foetidum,臭荚蒾,臭荚蒾,Matched
Actinidia latifolia,阔叶猕猴桃,阔叶猕猴桃,Matched
Diospyros lotus,君迁子,君迁子,Matched
Diospyros,柿属,柿属,Matched
Diospyros kaki,柿,柿,Matched
Bulbophyllum retusiusculum,藓叶卷瓣兰,藓叶卷瓣兰,Matched
Betula utilis,糙皮桦,糙皮桦,Matched
Ficus auriculata,大果榕,大果榕,Matched
Ficus simplicissima,粗叶榕,极简榕,Inconsistent common name
Camellia sinensis,茶,茶,Matched
Tetrastigma,崖爬藤属,崖爬藤属,Matched
Annona,番荔枝属,番荔枝属,Matched
Choerospondias axillaris,南酸枣,南酸枣,Matched
Quercus lamellosa,薄片青冈,薄片青冈,Matched
Lithocarpus pachyphyllus,厚叶柯,厚叶柯,Matched
Corylus ferox,刺榛,刺榛,Matched
Cornus capitata,头状四照花,头状四照花,Matched
Debregeasia orientalis,水麻,水麻,Matched
Rubus lineatus,,绢毛悬钩子,Missed common name on iNat
Malus rockii,丽江山荆子,丽江山荆子,Matched
Juglans sigillata,,泡核桃,Missed common name on iNat
Chaenomeles thibetica,,西藏木瓜海棠,Missed common name on iNat
Kadsura heteroclita,异形冷饭藤,异形南五味子,Inconsistent common name
Piper mullesua,,短蒟,Missed common name on iNat
Maesa montana,金珠柳,金珠柳,Matched
Piper pedicellatum,,角果胡椒,Missed common name on iNat
Ardisia,紫金牛属,紫金牛属,Matched
Smilax,菝葜属,菝葜属,Matched
Eutrema japonicum,,,Missed common name on iNat
Girardinia diversifolia suborbiculata,蝎子草,,Species not included in reference
Hedychium yunnanense,滇姜花,滇姜花,Matched
Lasianthus,粗叶木属,粗叶木属,Matched
Parochetus communis,紫雀花,紫雀花,Matched
Otochilus lancilabius,,宽叶耳唇兰,Missed common name on iNat
Plumeria obtusa,鸡蛋花,钝叶鸡蛋花,Inconsistent common name
Tsuga dumosa,云南铁杉,云南铁杉,Matched
Berberis oiwakensis,阿里山十大功劳,,Species not included in reference
Girardinia diversifolia,大蝎子草,大蝎子草,Matched
Rhaphidophora decursiva,爬树龙,爬树龙,Matched
Hemiphragma heterophyllum,鞭打绣球,鞭打绣球,Matched
Luculia pinceana,,滇丁香,Missed common name on iNat
Euonymus cornutus,角翅卫矛,角翅卫矛,Matched
Leycesteria formosa,鬼吹箫,鬼吹箫,Matched
Euonymus tingens,染用卫矛,染用卫矛,Matched
Toxicodendron,漆树属,漆树属,Matched
Barleria cristata,假杜鹃,假杜鹃,Matched
Muntingia calabura,文丁果,,Species not included in reference
Andrographis paniculata,穿心莲,穿心莲,Matched
Coccinia grandis,红瓜,红瓜,Matched
Passiflora foetida,龙珠果,龙珠果,Matched
Salacia,五层龙属,五层龙属,Matched
Epiprinus siletianus,风轮桐,风轮桐,Matched
Ochrosia elliptica,古城玫瑰树,古城玫瑰树,Matched
Mitrephora maingayi,南洋银钩花,,Species not included in reference
Sterculia lanceolata,假苹婆,假苹婆,Matched
Medinilla,酸脚杆属,美丁花属,Inconsistent common name
Rhaphidophora hookeri,毛过山龙,毛过山龙,Matched
Viola philippica,紫花地丁,紫花地丁,Matched
Corydalis sheareri bulbillifera,珠芽地锦苗,,Species not included in reference
Lapsanastrum apogonoides,稻槎菜,稻槎菜,Matched
Glechoma longituba,活血丹,活血丹,Matched
Lapsanastrum,稻槎菜属,稻槎菜属,Matched
Sonchus,苦苣菜属,苦苣菜属,Matched
Taraxacum,蒲公英属,蒲公英属,Matched
Hemisteptia lyrata,泥胡菜,泥胡菜,Matched
Chaenomeles speciosa,贴梗海棠,贴梗海棠,Matched
Beaumontia,清明花属,清明花属,Matched
Pinalia amica,粗茎苹兰,粗茎苹兰,Matched
Alstonia scholaris,糖胶树,糖胶树,Matched
Sinomarsdenia incisa,裂冠牛奶菜,,Species not included in reference
Lamprocapnos spectabilis,,荷包牡丹,Missed common name on iNat
Cocos nucifera,,椰子,Missed common name on iNat
Cymbidium aloifolium,纹瓣兰,纹瓣兰,Matched
Zanthoxylum nitidum,两面针,两面针,Matched
Cyclacanthus coccineus,茎花爵床,,Species not included in reference
Anodendron nervosum,平脉藤,平脉藤,Matched
